Lat,Lon,Time Range,Vessel IDs,Apparent Fishing Hours
48.840000,-125.370000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",1,1.03
48.890000,-125.430000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",3,16.43
48.820000,-125.180000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",1,0.25
48.890000,-125.080000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",1,1.91
48.970000,-125.110000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",1,0.86
48.890000,-125.090000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",1,0.08
48.940000,-125.040000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",1,0.74
48.800000,-125.200000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",1,0.62
48.970000,-125.340000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",1,0.87
48.860000,-125.290000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",3,2.60
48.840000,-125.130000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",2,1.12
48.880000,-125.390000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",2,3.35
48.890000,-125.490000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",1,0.51
48.890000,-125.290000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",1,0.02
48.870000,-125.260000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",1,0.99
48.940000,-125.160000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",2,1.85
48.920000,-125.170000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",2,2.13
48.890000,-125.400000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",1,0.81
48.840000,-125.380000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",1,1.00
